StockCode,Description,Product_Category,Total_Revenue,Total_Quantity_Sold,Total_Orders,Avg_Price,Unique_Customers
85032D,YULETIDE IMAGES GIFT WRAP SET,SETS,25.2,12,1,2.1,1
20804,GLASS CHICKEN BUTTER DISH,OTHER,25.14,12,6,2.54,1
72801E,S/4 FESTIVE GREEN DINNER CANDLES,OTHER,25.0,20,3,1.25,3
21026,SPACE OWL,OTHER,25.0,20,1,1.25,1
21355,TOAST ITS - I LOVE YOU,OTHER,25.0,20,2,1.25,2
70007,HI TEC ALPINE HAND WARMER,OTHER,24.88,14,5,2.01,4
85232D,SET/3 DECOUPAGE STACKING TINS,SETS,24.75,5,2,4.95,2
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,OTHER,24.65,29,5,0.85,5
22348,TEA BAG PLATE RED SPOTTY,BAGS,24.65,28,5,1.02,4
21658,GLASS  BEURRE DISH,OTHER,24.45,5,2,6.3,1
85199S,SMALL HANGING IVORY/RED WOOD BIRD,OTHER,24.31,53,3,0.56,2
37444A,YELLOW BREAKFAST CUP AND SAUCER,OTHER,24.02,5,2,4.5,1
15044D,RED PAPER PARASOL,OTHER,24.02,5,2,4.5,1
85114B,IVORY ENCHANTED FOREST PLACEMAT,OTHER,24.01,7,2,3.43,0
20866,BLUE ROSE FABRIC MIRROR,OTHER,23.89,17,4,1.58,3
84623,PINK GINGHAM ROSE FLOOR CUSHION,OTHER,23.85,3,1,7.95,1
84562B,BLUE/WHITE RIBBED MELAMINE JUG,OTHER,23.85,3,2,7.95,2
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",OTHER,23.85,3,1,7.95,1
21463,MIRRORED DISCO BALL,OTHER,23.8,4,2,5.95,2
20987,GEISHA GIRL CHOPSTICKS SET/5,SETS,23.8,11,4,2.54,3
21347,GOTHIC CARRIAGE LANTERN,OTHER,23.8,4,1,5.95,1
72801F,S/4 FESTIVE RED DINNER CANDLES,OTHER,23.75,19,3,1.25,3
21741,COSY SLIPPER SHOES LARGE GREEN,OTHER,23.74,7,4,3.72,3
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,LIGHTING,23.74,7,2,4.5,1
22117,METAL SIGN HER DINNER IS SERVED,OTHER,23.74,7,2,4.5,1
21743,STAR PORTABLE TABLE LIGHT,LIGHTING,23.74,7,2,4.5,1
21897,POTTING SHED CANDLE CITRONELLA,OTHER,23.74,7,2,4.5,1
21192,WHITE BELL HONEYCOMB PAPER,OTHER,23.62,10,3,2.84,1
21898,POTTING SHED ROSE CANDLE,OTHER,23.6,8,3,2.95,2
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,LIGHTING,23.6,8,1,2.95,1
21333,CLASSIC WHITE FRAME,OTHER,23.6,8,2,2.95,2
22246,"GARLAND, MAGIC GARDEN 1.8M",OTHER,23.4,12,1,1.95,1
20713,JUMBO BAG OWLS,BAGS,23.4,12,7,1.95,5
21255,"FRENCH BOTTLE , LAVENDER",OTHER,23.23,13,2,2.54,1
21161,KEEP OUT BOYS DOOR HANGER,OTHER,23.2,16,3,1.45,3
21159,MOODY BOY  DOOR HANGER,OTHER,23.2,16,3,1.45,3
47503F,ASS FLORAL PRINT TORCH,OTHER,23.1,14,2,1.65,2
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,OTHER,23.1,14,2,1.65,2
20774,GREEN FERN NOTEBOOK,OTHER,23.1,14,2,1.65,2
90092,BLUE CRYSTAL BOOT PHONE CHARM,OTHER,22.95,81,6,0.85,1
84912B,GREEN ROSE WASHBAG,BAGS,22.78,5,2,5.76,1
21260,FIRST AID TIN,OTHER,22.75,19,4,3.25,4
72739B,WHITE CHOCOLATE SCENT CANDLE,OTHER,22.71,15,2,1.91,1
21154,RED SPOTTY OVEN GLOVE,OTHER,22.64,16,4,1.58,3
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,OTHER,22.57,17,3,1.69,2
20978,36 PENCILS TUBE SKULLS,OTHER,22.57,17,2,1.91,1
84977,WIRE FLOWER T-LIGHT HOLDER,LIGHTING,22.5,18,3,1.25,3
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,LIGHTING,22.5,6,1,3.75,1
21619,4 VANILLA BOTANICAL CANDLES,OTHER,22.5,6,1,3.75,1
90203,SILVER CHARM NECKLACE 70CM,OTHER,22.5,3,1,7.5,1
21470,FLOWER VINE RAFFIA FOOD COVER,OTHER,22.5,6,4,3.75,3
21469,POLKA DOT RAFFIA FOOD COVER,OTHER,22.5,6,1,3.75,1
21637,ASSORTED SANSKRIT MINI NOTEBOOK,OTHER,22.5,18,1,1.25,1
22128,PARTY CONES CANDY ASSORTED,OTHER,22.5,18,2,1.25,2
20658,RED SPOTTY LUGGAGE TAG,OTHER,22.5,18,3,1.25,2
21934,SKULL SHOULDER BAG,BAGS,22.1,8,3,2.24,1
85176,SEWING SUSAN 21 NEEDLE SET,SETS,22.1,25,3,1.13,2
21335,LIBRARY LAMP,OTHER,21.95,1,1,21.95,1
22177,5 HOOK BLACKBOARD ORGANISER,OTHER,21.7,1,1,21.7,0
21153,RED SPOTTY TABLECLOTH,OTHER,21.7,1,1,21.7,0
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,SEASONAL,21.7,1,1,21.7,0
22081,RIBBON REEL FLORA + FAUNA,OTHER,21.58,12,4,2.09,3
22131,FOOD CONTAINER SET 3 LOVE HEART,SETS,21.45,11,3,1.95,2
20695,FLORAL BLUE MONSTER,OTHER,21.4,4,2,6.45,1
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,SETS,21.4,6,3,5.72,2
21891,TRADITIONAL WOODEN SKIPPING ROPE,OTHER,21.32,16,4,1.58,3
47570B,TEA TIME TABLE CLOTH,OTHER,21.3,2,1,10.65,1
90200C,BLUE SWEETHEART BRACELET,OTHER,21.25,11,3,4.25,2
90200A,PURPLE SWEETHEART BRACELET,OTHER,21.25,11,3,4.25,2
10135,COLOURING PENCILS BROWN TUBE,OTHER,21.25,17,3,1.25,3
21016,LIGHT BIRD HOUSE TREE DECORATION,LIGHTING,21.25,25,6,0.85,5
90200B,BLACK SWEETHEART BRACELET,OTHER,21.25,11,3,4.25,2
90200E,GREEN SWEETHEART BRACELET,OTHER,21.25,11,3,4.25,2
21807,WHITE CHRISTMAS STAR DECORATION,SEASONAL,21.12,46,3,0.57,2
22280,POCKET BAG PINK PAISELY BROWN SPOT,BAGS,21.0,10,3,2.1,3
16169C,WRAP BLUE REINDEER,OTHER,21.0,50,2,0.42,2
16156S,WRAP PINK FAIRY CAKES,OTHER,21.0,50,2,0.42,2
21497,FANCY FONTS BIRTHDAY WRAP,OTHER,21.0,50,2,0.42,2
21495,SKULLS WRAP,OTHER,21.0,50,2,0.42,2
21577,SAVE THE PLANET COTTON TOTE BAG,BAGS,20.92,10,4,2.98,3
22119,PEACE WOODEN BLOCK LETTERS,OTHER,20.85,3,1,6.95,1
85127,SMALL SQUARE CUT GLASS CANDLESTICK,OTHER,20.78,2,1,10.39,0
22308,TEA COSY BLUE STRIPE,OTHER,20.68,4,3,5.17,0
20665,RED SPOTTY PURSE,OTHER,20.65,7,2,2.95,2
21424,WOODLAND STORAGE BOX LARGE,OTHER,20.65,7,2,2.95,2
48179,DOOR MAT SWEET HOME,OTHER,20.62,2,2,10.31,1
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,OTHER,20.54,6,3,3.42,1
21239,PINK  SPOTTY CUP,OTHER,20.4,24,3,0.85,3
22322,BIRD DECORATION GREEN  SPOT,OTHER,20.4,24,2,0.85,2
90093,CLEAR CRYSTAL STAR PHONE CHARM,OTHER,20.4,72,3,0.85,1
21385,IVORY HANGING DECORATION  HEART,OTHER,20.4,24,1,0.85,1
22132,RED LOVE HEART SHAPE CUP,OTHER,20.4,18,2,1.27,0
90088,CRYSTAL KEY+LOCK PHONE CHARM,OTHER,20.4,72,3,0.85,1
22157,ANGEL DECORATION WITH LACE PADDED,OTHER,20.4,24,1,0.85,1
22055,MINI CAKE STAND  HANGING STRAWBERY,OTHER,20.32,8,5,2.36,2
84985B,SET OF 72 BLACK PAPER DOILIES,SETS,20.3,14,2,1.45,2
21876,POTTERING MUG,OTHER,20.29,11,5,2.56,2
21730,GLASS STAR FROSTED T-LIGHT HOLDER,LIGHTING,20.29,3,3,6.76,2
21364,PEACE SMALL WOOD LETTERS,OTHER,20.25,5,4,6.75,4
22151,PLACE SETTING WHITE HEART,SETS,20.16,48,2,0.42,2
22029,SPACE BOY BIRTHDAY CARD,OTHER,20.16,48,4,0.42,4
22028,PENNY FARTHING BIRTHDAY CARD,OTHER,20.16,48,4,0.42,3
20961,STRAWBERRY BATH SPONGE,OTHER,20.14,14,4,1.58,3
20941,FROG CANDLE,OTHER,20.0,16,2,1.25,2
21869,POTTING SHED COFFEE MUG,OTHER,20.0,16,4,1.25,4
85049B,LUSH GREENS RIBBONS,OTHER,20.0,16,2,1.25,2
21440,12 MINI TOADSTOOL PEGS,OTHER,20.0,16,3,1.25,3
21985,PACK OF 12 HEARTS DESIGN TISSUES,OTHER,19.97,67,7,0.37,3
84371,BIG PINK POODLE,OTHER,19.95,1,1,19.95,1
78056,CAMOUFLAGE BACKPACK ON WHEELS,OTHER,19.9,2,1,9.95,1
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,OTHER,19.9,2,1,9.95,1
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,SETS,19.9,2,2,9.95,1
37500,TEA TIME TEAPOT IN GIFT BOX,GIFTS,19.9,2,1,9.95,1
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",OTHER,19.9,4,3,9.95,2
79328,BLUE FLOCK GLASS CANDLEHOLDER,OTHER,19.89,49,2,1.01,1
37343,SPOTS DESIGN MUG W PINK INSIDE,OTHER,19.8,12,1,1.65,1
84949,SILVER HANGING T-LIGHT HOLDER,LIGHTING,19.8,12,2,1.65,2
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,OTHER,19.8,4,1,4.95,1
21448,12 DAISY PEGS IN WOOD BOX,OTHER,19.8,12,1,1.65,1
22341,LOVE GARLAND PAINTED ZINC,OTHER,19.8,12,1,1.65,1
22342,HOME GARLAND PAINTED ZINC,OTHER,19.8,12,1,1.65,1
22325,MOBILE VINTAGE HEARTS,OTHER,19.8,4,2,4.95,2
21327,SKULLS WRITING SET,SETS,19.8,12,1,1.65,1
85044,RED REINDEER STRING OF 20 LIGHTS,LIGHTING,19.8,4,2,4.95,2
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,OTHER,19.8,4,1,4.95,1
20776,ABSTRACT CIRCLES NOTEBOOK,OTHER,19.8,12,1,1.65,1
40018F,CHERRY DESIGN PAPERLANTERNS,OTHER,19.5,10,1,1.95,1
21729,SMALL MARAKESH METAL  LANTERN,OTHER,19.5,6,1,3.25,1
40018E,TEA TIME PAPER LANTERNS,OTHER,19.5,10,1,1.95,1
20684,STRAWBERRY DREAM CHILDS UMBRELLA,OTHER,19.5,6,1,3.25,1
84406B,CREAM CUPID HEARTS COAT HANGER,OTHER,19.5,6,3,3.25,3
21581,SKULLS  DESIGN  COTTON TOTE BAG,BAGS,19.34,6,2,3.71,1
21916,SET 12 RETRO WHITE CHALK STICKS,SETS,19.32,46,6,0.42,6
84375,SET OF 20 KIDS COOKIE CUTTERS,SETS,19.15,5,2,3.12,1
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,LIGHTING,19.1,7,3,2.83,2
84466,TOP SECRET PEN SET,SETS,18.96,12,5,1.51,3
21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,OTHER,18.95,2,2,9.48,1
84509B,FAIRY CAKE PLACEMATS,OTHER,18.75,5,2,3.75,2
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,LIGHTING,18.75,15,3,1.25,2
21174,POTTERING IN THE SHED METAL SIGN,OTHER,18.75,6,3,2.73,2
85049D,BRIGHT BLUES RIBBONS,OTHER,18.75,15,3,1.25,3
21913,VINTAGE SEASIDE JIGSAW PUZZLES,OTHER,18.75,5,3,3.75,2
84596K,JELLY BABIES YELLOW SMALL BOWL,OTHER,18.75,15,2,1.25,2
20867,PINK ROSE FABRIC MIRROR,OTHER,18.75,15,3,1.25,3
21245,GREEN  SPOTTY PLATE,OTHER,18.59,11,2,1.69,2
35933,PINK STOCKING CHRISTMAS DECORATION,SEASONAL,18.24,48,1,0.38,1
22301,COFFEE MUG CAT + BIRD DESIGN,OTHER,17.99,9,5,3.6,3
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,OTHER,17.9,2,1,8.95,1
90175A,WHITE GLASS CHUNKY CHARM BRACELET,OTHER,17.9,2,1,8.95,1
90195B,BLACK GEMSTONE BRACELET,OTHER,17.9,2,1,8.95,1
20767,BLUE PAISLEY JOURNAL,OTHER,17.85,7,2,2.55,2
84559B,3D SHEET OF CAT STICKERS,OTHER,17.85,21,2,0.85,2
85227,SET/6 3D KIT CARDS FOR KIDS,SETS,17.85,19,6,1.13,2
84507B,STRIPES DESIGN MONKEY DOLL,OTHER,17.85,7,2,2.55,2
21990,MODERN FLORAL STATIONERY SET,SETS,17.84,5,5,3.57,4
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,OTHER,17.7,6,1,2.95,1
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",OTHER,17.7,6,1,2.95,1
85006,SET 4 NURSERY DES ROUND BOXES,SETS,17.7,6,1,2.95,1
21112,"SWISS ROLL TOWEL, PINK  SPOTS",OTHER,17.7,6,1,2.95,1
90134,OLD ROSE COMBO BEAD NECKLACE,OTHER,17.7,6,1,2.95,1
21425,SKULLS STORAGE BOX LARGE,OTHER,17.7,6,1,2.95,1
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,OTHER,17.7,6,1,2.95,1
22084,PAPER CHAIN KIT EMPIRE,OTHER,17.7,6,1,2.95,1
22089,PAPER BUNTING VINTAGE PAISLEY,OTHER,17.7,6,1,2.95,1
82616B,FRAPPUCINO SCARF KNITTING KIT,OTHER,17.7,6,1,2.95,1
84601A,NEW BAROQUE IVORY CUSHION COVER,OTHER,17.7,6,1,2.95,1
90067A,PINK VINTAGE VICTORIAN EARRINGS,OTHER,17.7,6,1,2.95,1
90168,2 DAISIES HAIR COMB,OTHER,17.7,6,1,2.95,1
90067B,BROWN VINTAGE VICTORIAN EARRINGS,OTHER,17.7,6,1,2.95,1
21744,SNOWFLAKE PORTABLE TABLE LIGHT,LIGHTING,17.7,6,1,2.95,1
22116,METAL SIGN HIS DINNER IS SERVED,OTHER,17.7,6,1,2.95,1
21337,SILVER WASHBAG,BAGS,17.7,6,1,2.95,1
85104,SILVER GLASS T-LIGHT SET,LIGHTING,17.7,6,3,2.95,3
20659,ECONOMY LUGGAGE TAG,OTHER,17.57,13,2,1.91,1
84378,SET OF 3 HEART COOKIE CUTTERS,SETS,17.57,13,2,1.91,1
22315,200 RED + WHITE BENDY STRAWS,OTHER,17.57,13,10,1.38,8
21025,SPACE FROG,OTHER,17.57,13,3,1.69,2
22091,EMPIRE TISSUE BOX,OTHER,17.5,14,2,1.25,2
21126,SET OF 6 GIRLS CELEBRATION CANDLES,SETS,17.5,14,3,1.25,3
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,OTHER,17.5,14,2,1.25,2
21814,HEART T-LIGHT HOLDER,LIGHTING,17.4,12,1,1.45,1
21007,ETCHED GLASS DROPLET DECORATION,OTHER,17.4,12,1,1.45,1
84986B,SET OF 36 SILVER PAPER DOILIES,SETS,17.4,12,1,1.45,1
21248,DOOR HANGER  MUM + DADS ROOM,OTHER,17.4,12,1,1.45,1
37482P,CUBIC MUG PINK POLKA DOT,OTHER,17.35,1,1,17.35,0
21055,TOOL BOX SOFT TOY,OTHER,17.35,1,1,17.35,0
84313B,BLUE TV TRAY TABLE,OTHER,17.35,1,1,17.35,0
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,LIGHTING,17.2,4,1,4.3,0
20615,BLUE SPOTTY PASSPORT COVER,OTHER,17.2,4,3,4.3,0
21895,POTTING SHED SOW 'N' GROW SET,SETS,17.0,12,3,4.25,2
90024B,NEW BAROQUE B'FLY NECKLACE RED,OTHER,17.0,2,1,8.5,1
90121B,VINTAGE ROSE BEAD BRACELET BLUE,OTHER,17.0,4,1,4.25,1
82081,PINK HEARTS PHOTO ALBUM,OTHER,17.0,2,1,8.5,1
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,OTHER,17.0,8,4,4.25,4
21544,SKULLS  WATER TRANSFER TATTOOS,OTHER,17.0,17,3,1.13,2
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,OTHER,17.0,2,1,8.5,1
22184,CAKE STAND VICTORIAN FILIGREE LARGE,OTHER,17.0,2,1,8.5,1
85063,CREAM SWEETHEART MAGAZINE RACK,OTHER,16.95,1,1,16.95,1
85199L,LARGE HANGING IVORY & RED WOOD BIRD,OTHER,16.9,25,2,0.98,1
21650,ASSORTED TUTTI FRUTTI BRACELET,OTHER,16.9,26,3,0.65,2
72753A,S/3 FLWR FAIRY LILLY CANDLES,OTHER,16.8,8,1,2.1,1
22208,WOOD STAMP SET THANK YOU,SETS,16.76,8,4,2.54,2
85135B,BLUE DRAGONFLY HELICOPTER,OTHER,16.6,2,2,8.3,1
84750A,PINK SMALL GLASS CAKE STAND,OTHER,16.4,6,2,3.12,1
22152,PLACE SETTING WHITE STAR,SETS,16.38,39,2,0.42,2
47590A,BLUE HAPPY BIRTHDAY BUNTING,OTHER,16.35,3,2,5.45,1
47504G,ENGLISH ROSE TAPE MEASURE,OTHER,16.25,13,2,1.25,2
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,SETS,16.25,13,2,1.25,2
20730,STRAWBERRY CANDY BAG,BAGS,16.25,13,2,1.25,2
20976,12 PENCILS SMALL TUBE POSY,OTHER,16.25,25,2,0.65,2
79191C,RETRO PLASTIC ELEPHANT TRAY,OTHER,16.15,20,4,1.06,1
22134,LADLE LOVE HEART RED,OTHER,15.99,37,3,0.57,1
84795C,OCEAN STRIPE HAMMOCK,OTHER,15.9,2,1,7.95,1
84795E,RIO PINK STRIPE HAMMOCK,OTHER,15.9,2,1,7.95,1
22283,6 EGG HOUSE PAINTED WOOD,OTHER,15.9,2,1,7.95,1
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,OTHER,15.9,2,1,7.95,1
84600,NEW BAROQUE JEWELLERY BOX,OTHER,15.9,2,2,7.95,1
21986,PACK OF 12 PINK SPOT TISSUES,OTHER,15.66,54,6,0.29,6
21099,SET/6 STRAWBERRY PAPER CUPS,SETS,15.6,24,1,0.65,1
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",OTHER,15.6,8,1,1.95,1
85216,ASSORTED CAKES FRIDGE MAGNETS,OTHER,15.6,24,2,0.65,2
21085,SET/6 WOODLAND PAPER CUPS,SETS,15.6,24,1,0.65,1
22227,"DECORATION, HANGING HEART+MIRROR",OTHER,15.6,24,1,0.65,1
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,OTHER,15.56,2,2,7.78,0
21321,GLASS CHALICE BLUE  LARGE,OTHER,15.3,6,1,2.55,0
21677,HEARTS  STICKERS,OTHER,15.3,18,2,0.85,2
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,OTHER,15.3,6,2,2.55,2
22214,CANDLE PLATE LACE WHITE,OTHER,15.3,6,1,2.55,1
21320,GLASS CHALICE GREEN  LARGE,OTHER,15.3,6,1,2.55,0
20772,GARDEN PATH JOURNAL,OTHER,15.3,6,1,2.55,1
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,LIGHTING,15.3,6,2,2.55,2
21371,MIRRORED WALL ART POPPIES,OTHER,15.3,6,1,2.55,1
20761,BLUE PAISLEY SKETCHBOOK,OTHER,15.28,3,3,5.09,1
35095B,RED VICTORIAN FABRIC OVAL BOX,OTHER,15.12,36,2,0.42,2
22037,ROBOT BIRTHDAY CARD,OTHER,15.12,36,2,0.42,2
17084R,ASSORTED INCENSE PACK,OTHER,15.12,72,1,0.21,1
22035,VINTAGE CARAVAN GREETING CARD,OTHER,15.12,36,2,0.42,2
22024,RAINY LADIES BIRTHDAY CARD,OTHER,15.12,36,3,0.42,3
84510B,SET OF 4 FAIRY CAKES COASTERS,SETS,15.07,11,2,1.91,1
21251,DINOSAUR HEIGHT CHART STICKER SET,SETS,15.03,3,2,4.5,1
21249,WOODLAND  HEIGHT CHART STICKERS,OTHER,15.03,3,2,4.5,1
21009,ETCHED GLASS STAR TREE DECORATION,OTHER,15.0,12,2,1.25,2
72484,ROSES IN WHITE HEART CANDLE,OTHER,15.0,12,1,1.25,1
47593B,SCOTTIES DESIGN BABY BIB,OTHER,15.0,12,1,1.25,1
85221,ASSORTED COLOUR SILK COIN PURSE,OTHER,15.0,12,1,1.25,1
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,BAGS,15.0,4,3,3.75,3
21439,BASKET OF TOADSTOOLS,OTHER,15.0,12,1,1.25,1
22253,6 CROCHET STRAWBERRIES,OTHER,15.0,12,1,1.25,1
21810,CHRISTMAS HANGING STAR WITH BELL,SEASONAL,15.0,12,1,1.25,1
21223,SET/4 BADGES WOODLAND ANIMAL,SETS,15.0,12,2,1.25,2
84971L,LARGE HEART FLOWERS HOOK,OTHER,15.0,12,1,1.25,1
90013C,GREEN VINTAGE EARRINGS,OTHER,15.0,4,1,3.75,1
21734,SMALL MARAKESH LANTERN ON STICK,OTHER,15.0,4,1,3.75,1
21948,SET OF 6 CAKE CHOPSTICKS,SETS,15.0,12,3,1.25,3
84920,PINK FLOWER FABRIC PONY,OTHER,15.0,4,1,3.75,1
21466,RED FLOWER CROCHET FOOD COVER,OTHER,15.0,4,2,3.75,2
22068,BLACK PIRATE TREASURE CHEST,OTHER,14.98,8,4,2.09,3
21628,TRIANGULAR POUFFE VINTAGE,OTHER,14.95,1,1,14.95,1
72799E,IVORY PILLAR CANDLE SILVER FLOCK,OTHER,14.89,4,2,4.5,1
72799F,IVORY PILLAR CANDLE GOLD FLOCK,OTHER,14.89,4,2,4.5,1
21246,RED SPOTTY BIG BOWL,OTHER,14.85,3,2,4.95,2
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,LIGHTING,14.85,3,2,4.95,2
22222,CAKE PLATE LOVEBIRD WHITE,OTHER,14.85,3,2,4.95,2
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,BAGS,14.85,3,1,4.95,1
22162,HEART GARLAND RUSTIC PADDED,OTHER,14.75,5,1,2.95,1
82616A,BUBBLE GUM SCARF KNITTING KIT,OTHER,14.75,5,2,2.95,2
21967,PACK OF 12 SKULL TISSUES,OTHER,14.75,49,2,0.56,1
21145,ANTIQUE GLASS PLACE SETTING,SETS,14.74,1,1,14.74,0
20622,VIPPASSPORT COVER,OTHER,14.7,7,2,2.1,2
10120,DOGGY RUBBER,OTHER,14.7,70,2,0.21,2
21240,BLUE  SPOTTY CUP,OTHER,14.45,17,4,0.85,4
35160,BUDDHA INCENSE HOLDER ASSORTED,OTHER,14.45,17,3,0.85,3
21817,GLITTER CHRISTMAS TREE,SEASONAL,14.45,17,3,0.85,3
21827,EIGHT PIECE CREEPY CRAWLIE SET,SETS,14.03,7,2,1.91,1
85090,CANDY SPOT APRON,OTHER,13.95,3,1,4.65,1
37485,ENGLISH ROSE TEA SET IN GIFT BOX,SETS,13.95,3,2,4.65,2
84658,WHITE STITCHED CUSHION COVER,OTHER,13.9,2,1,6.95,1
90131,PINK/AMETHYST/GOLD NECKLACE,OTHER,13.9,2,1,6.95,1
21110,LARGE CAKE TOWEL PINK SPOTS,OTHER,13.87,1,1,13.87,0
79160,HEART SHAPE WIRELESS DOORBELL,OTHER,13.72,4,2,3.43,0
21307,SET/4 BUTTERFLY MIRROR MAGNETS,SETS,13.72,4,3,3.43,0
72487,ROSES WHITE ROUND CANDLE,OTHER,13.68,36,1,0.38,1
16235,RECYCLED PENCIL WITH RABBIT ERASER,OTHER,13.67,63,3,0.28,2
20981,12 PENCILS TALL TUBE WOODLAND,OTHER,13.6,13,6,0.99,5
21819,GLITTER CHRISTMAS STAR,SEASONAL,13.6,16,2,0.85,2
71459,HANGING JAM JAR T-LIGHT HOLDER,LIGHTING,13.6,16,2,0.85,2
21352,EUCALYPTUS & PINECONE  WREATH,OTHER,13.5,2,1,6.75,1
47591B,SCOTTIES DES CHILD'S APRON,OTHER,13.2,8,1,1.65,1
22232,JIGSAW TOADSTOOLS 3 PIECE,OTHER,13.2,8,1,1.65,1
22232,3 PIECE JIGSAW TOADSTOOLS,OTHER,13.2,8,1,1.65,1
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,OTHER,13.2,24,1,0.55,1
21825,PAINTED METAL TREE WITH HOLLY BELLS,OTHER,13.05,9,2,1.45,2
72802C,VANILLA SCENT CANDLE JEWELLED BOX,OTHER,13.05,3,2,6.45,1
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,OTHER,13.0,1,1,13.0,0
85159B,"WHITE TEA,COFFEE,SUGAR JARS",OTHER,13.0,1,1,13.0,0
79030A,"TUMBLER, ENGLISH ROSE",OTHER,13.0,1,1,13.0,0
35004G,SET OF 3 GOLD FLYING DUCKS,SETS,13.0,1,1,13.0,0
21892,TRADITIONAL WOODEN CATCH CUP GAME,OTHER,12.92,10,3,1.69,2
22200,FRYING PAN PINK POLKADOT,OTHER,12.9,2,2,6.45,1
20798,CLEAR MILKSHAKE GLASS,OTHER,12.9,3,1,4.3,0
21191,LARGE WHITE HONEYCOMB PAPER BELL,OTHER,12.9,3,1,4.3,0
20799,PINK MILKSHAKE GLASS,OTHER,12.9,3,1,4.3,0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,LIGHTING,12.85,5,1,2.57,0
71143,SILVER BOOK MARK WITH BEADS,OTHER,12.85,5,2,2.57,0
16012,FOOD/DRINK SPUNGE STICKERS,OTHER,12.81,61,1,0.21,1
20865,PATCHWORK PENCIL CASE BUTTERFLY,OTHER,12.8,4,2,3.2,1
21071,VINTAGE BILLBOARD DRINK ME MUG,OTHER,12.78,6,3,1.69,1
21632,VINTAGE PINK DECORATIVE PARASOL,OTHER,12.75,1,1,12.75,1
21588,RETRO SPOT GIANT  TUBE MATCHES,OTHER,12.75,5,2,2.55,2
84405A,S/3 PINK COL METAL BASKET W HANDLE,OTHER,12.75,1,1,12.75,1
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,OTHER,12.75,1,1,12.75,1
84782C,GREEN 3 TIER GLASS PLATE STAND,OTHER,12.75,1,1,12.75,1
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,OTHER,12.75,3,2,4.25,2
84559D,3D SHEET OF SEA WORLD STICKERS,OTHER,12.75,15,1,0.85,1
84648,NEW BAROQUE WALL MIRROR,OTHER,12.75,1,1,12.75,1
84582,PINK CROCHET CAT WITH SCARF,OTHER,12.75,3,2,4.25,2
20984,12 PENCILS TALL TUBE POSY,OTHER,12.75,14,3,1.13,2
84969,ASSORTED COLOUR SET 6 TEASPOONS,SETS,12.75,3,1,4.25,1
20703,BLUE PADDED SOFT MOBILE,OTHER,12.75,3,1,4.25,1
21304,ARCHED GREY MIRROR,OTHER,12.75,1,1,12.75,1
84968E,S/16 VINTAGE BLACK CUTLERY,OTHER,12.75,1,1,12.75,1
47580,TEA TIME DES TEA COSY,OTHER,12.75,5,2,2.55,2
21589,SWALLOW GIANT TUBE MATCHES,OTHER,12.75,5,2,2.55,2
90199C,5 STRAND GLASS NECKLACE CRYSTAL,OTHER,12.7,2,1,6.35,1
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,SETS,12.67,7,2,3.21,1
84933B,LARGE PINK PEONY FOLDING STOOL,OTHER,12.6,6,1,2.1,1
