Date,Daily_Revenue,Daily_Orders,Daily_Customers,Daily_Items,Daily_Products,Year,Month,Day,DayOfWeek,DayOfYear,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd
2024-11-07,4112.25,72,51,239,66,2024,11,7,3,312,45,4,0,0,0
2024-11-08,3474.14,94,66,299,55,2024,11,8,4,313,45,4,0,0,0
2024-11-09,3425.34,92,63,224,64,2024,11,9,5,314,45,4,1,0,0
2024-11-10,3555.03,71,60,306,53,2024,11,10,6,315,45,4,1,0,0
2024-11-11,4078.87,80,57,193,62,2024,11,11,0,316,46,4,0,0,0
2024-11-12,1928.17,37,26,85,49,2024,11,12,1,317,46,4,0,0,0
2024-11-13,2795.26,68,61,124,45,2024,11,13,2,318,46,4,0,0,0
2024-11-14,3042.52,56,40,82,47,2024,11,14,3,319,46,4,0,0,0
2024-11-15,3457.18,78,57,221,45,2024,11,15,4,320,46,4,0,0,0
2024-11-16,5214.38,109,91,311,77,2024,11,16,5,321,46,4,1,0,0
2024-11-17,4812.97,82,61,198,79,2024,11,17,6,322,46,4,1,0,0
2024-11-18,4315.1,85,48,124,64,2024,11,18,0,323,47,4,0,0,0
2024-11-19,3184.14,81,57,305,55,2024,11,19,1,324,47,4,0,0,0
2024-11-20,2583.62,58,35,127,43,2024,11,20,2,325,47,4,0,0,0
2024-11-21,2894.71,89,61,182,34,2024,11,21,3,326,47,4,0,0,0
2024-11-22,14958.63,267,176,671,163,2024,11,22,4,327,47,4,0,0,0
2024-11-23,16959.51,265,189,879,190,2024,11,23,5,328,47,4,1,0,0
2024-11-24,10812.95,264,188,563,127,2024,11,24,6,329,47,4,1,0,0
2024-11-25,3763.59,85,59,140,54,2024,11,25,0,330,48,4,0,0,0
2024-11-26,2521.32,46,22,157,52,2024,11,26,1,331,48,4,0,0,0
2024-11-27,2982.49,157,104,384,44,2024,11,27,2,332,48,4,0,0,0
2024-11-28,3460.29,57,43,100,46,2024,11,28,3,333,48,4,0,0,0
2024-11-29,4360.03,101,75,209,66,2024,11,29,4,334,48,4,0,0,0
2024-11-30,6993.65,131,91,308,88,2024,11,30,5,335,48,4,1,0,1
2024-12-01,4254.82,109,76,276,60,2024,12,1,6,336,48,4,1,1,0
2024-12-02,2429.68,50,34,145,41,2024,12,2,0,337,49,4,0,0,0
2024-12-03,2962.62,81,70,89,51,2024,12,3,1,338,49,4,0,0,0
2024-12-04,3354.37,90,66,317,42,2024,12,4,2,339,49,4,0,0,0
2024-12-05,3368.27,167,100,635,50,2024,12,5,3,340,49,4,0,0,0
2024-12-06,3155.04,73,66,75,46,2024,12,6,4,341,49,4,0,0,0
2024-12-07,5543.82,87,60,131,85,2024,12,7,5,342,49,4,1,0,0
2024-12-08,5611.48,108,66,265,75,2024,12,8,6,343,49,4,1,0,0
2024-12-09,4023.19,67,52,109,67,2024,12,9,0,344,50,4,0,0,0
2024-12-10,3284.41,63,53,101,52,2024,12,10,1,345,50,4,0,0,0
2024-12-11,2887.9,98,71,441,39,2024,12,11,2,346,50,4,0,0,0
2024-12-12,3123.86,60,42,144,44,2024,12,12,3,347,50,4,0,0,0
2024-12-13,3971.85,106,50,366,64,2024,12,13,4,348,50,4,0,0,0
2024-12-14,4572.23,96,77,257,70,2024,12,14,5,349,50,4,1,0,0
2024-12-15,4335.99,74,54,196,57,2024,12,15,6,350,50,4,1,0,0
2024-12-16,4006.85,109,69,201,54,2024,12,16,0,351,51,4,0,0,0
2024-12-17,4146.1,71,63,108,61,2024,12,17,1,352,51,4,0,0,0
2024-12-18,2534.82,66,40,230,43,2024,12,18,2,353,51,4,0,0,0
2024-12-19,3650.21,71,66,93,62,2024,12,19,3,354,51,4,0,0,0
2024-12-20,4507.82,127,101,351,63,2024,12,20,4,355,51,4,0,0,0
2024-12-21,3985.17,105,95,262,63,2024,12,21,5,356,51,4,1,0,0
2024-12-22,4008.97,107,86,151,58,2024,12,22,6,357,51,4,1,0,0
2024-12-23,3869.68,83,56,233,62,2024,12,23,0,358,52,4,0,0,0
2024-12-24,8745.63,248,166,857,111,2024,12,24,1,359,52,4,0,0,0
2024-12-25,6257.32,128,64,324,92,2024,12,25,2,360,52,4,0,0,0
2024-12-26,6761.77,184,142,232,84,2024,12,26,3,361,52,4,0,0,0
2024-12-27,4199.79,108,73,334,64,2024,12,27,4,362,52,4,0,0,0
2024-12-28,5687.56,136,100,326,79,2024,12,28,5,363,52,4,1,0,0
2024-12-29,5062.65,117,70,289,66,2024,12,29,6,364,52,4,1,0,0
2024-12-30,3856.52,81,58,253,56,2024,12,30,0,365,1,4,0,0,0
2024-12-31,4021.56,79,58,145,60,2024,12,31,1,366,1,4,0,0,1
